cliente,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,cargo mensual,cargo total,Cuentas_Diarias,Gasto_Diario_Historico,internet_Fiber optic,internet_No,telefono_Yes,cancelacion_Yes
2634-hczgt,Male,1,Yes,No,53,Yes,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,-0.15501113242125478,2.0312264150943395,false,False,true,True
2636-alxxz,Female,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,0.16197502270949168,2.32,true,False,true,True
2636-ohfmn,Male,0,Yes,No,4,No phone service,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.55,201.0,-0.5367222092802688,1.675,false,False,false,True
2636-sjdou,Male,0,No,No,64,Yes,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0.6499013557379707,2.754713541666667,true,False,true,False
2637-fkfsy,Female,0,Yes,No,3,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,-0.6180432647850151,1.4461111111111111,false,False,true,False
2639-ugmaz,Male,1,No,No,71,No phone service,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,-0.2745032956119023,1.871056338028169,false,False,false,False
2640-lymov,Male,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,-1.4959787415607475,0.6466666666666666,false,True,true,False
2640-pmgfl,Male,0,No,Yes,27,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,0.4905784714837734,2.6920370370370375,true,False,true,True
2642-dtvco,Male,1,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,0.674795556402689,2.7648148148148146,true,False,true,True
2642-mawlj,Female,0,Yes,Yes,36,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,-1.4760633810289727,0.6647685185185186,false,True,true,False
2642-nqsnm,Female,0,No,No,8,No,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,-0.3475262842284095,1.865625,false,False,true,False
2645-qtlmb,Male,0,No,No,7,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,0.9801644178899002,3.1857142857142855,true,False,true,True
2649-hwlyb,Male,0,Yes,No,65,Yes,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,0.3793843751813653,2.527974358974359,false,False,true,False
2650-gyryl,Male,0,Yes,Yes,33,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,600.25,-1.5026171950713387,0.6063131313131314,false,True,true,False
2651-zcbxv,Male,0,No,No,54,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,1.4365580967430693,3.5559567901234566,true,False,true,False
2654-vbvpb,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,-1.487680674672508,0.6633333333333333,false,True,true,False
2656-fmokz,Female,1,No,No,15,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,0.3229575203413371,2.5460000000000003,true,False,true,True
2656-tabeh,Male,0,Yes,No,4,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,1.1776584098299991,3.5016666666666665,true,False,true,True
2657-almwy,Female,1,Yes,No,26,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,0.6714763296473931,2.7817307692307693,true,False,true,True
2657-vpxta,Female,0,Yes,Yes,10,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,0.8009261731039282,3.0981666666666667,true,False,true,False
2659-vxmwz,Male,0,Yes,Yes,67,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,1.5460925796678298,3.722437810945274,true,False,true,True
2660-emubi,Male,1,No,No,10,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,1.0166759121981537,2.9945,true,False,true,True
2661-gkbtk,Male,0,Yes,Yes,60,No,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,0.4059381892237312,2.5244166666666668,false,False,true,False
2662-nntdk,Male,0,No,No,65,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,-1.325038563663015,0.8210000000000001,false,True,true,False
2664-xjzno,Male,0,Yes,Yes,72,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,1.3336620673289006,3.499791666666667,true,False,true,False
2665-nptgl,Female,1,Yes,No,26,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,1.1079546479687876,3.2188461538461537,true,False,true,False
2667-wylwj,Female,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145.0,-1.4926595148054518,0.6041666666666666,false,True,true,True
2668-tzsps,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,-1.4694249275183813,0.6816666666666666,false,True,true,False
2669-oidsd,Female,0,Yes,No,48,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,1.1726795696970551,3.3569444444444443,true,False,true,False
2669-qvcrg,Female,0,No,No,41,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,0.5503245530790974,2.5940243902439026,true,False,true,False
2672-dzuoy,Male,0,No,No,1,No phone service,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,-1.3134212700194798,0.8383333333333333,false,False,false,True
2672-huyvi,Female,0,No,No,6,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,0.8756087750980832,2.5294444444444446,true,False,true,True
2672-ojqzp,Female,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,-0.662852825981508,1.4916666666666667,false,False,true,False
2672-sxzjb,Female,0,Yes,Yes,56,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1119.9,-1.4909999014278035,0.666607142857143,false,True,true,False
2672-tgeff,Female,0,Yes,Yes,37,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,0.7992665597262805,3.0095045045045046,true,False,true,False
2673-cxqeu,Female,1,No,No,56,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,1.5195387656254633,3.6544642857142855,true,False,true,False
2673-zalnp,Female,0,No,No,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,-1.487680674672508,0.8245238095238095,false,True,true,False
2674-miaht,Female,0,No,No,4,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,0.5171322855261398,2.7016666666666667,true,False,true,False
2674-mlxmn,Female,1,No,No,71,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,1.159402662675872,3.263450704225352,true,False,true,False
2675-dhutr,Male,1,Yes,No,58,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,1.1345084620111539,3.322241379310345,true,False,true,False
2675-ijrgj,Male,0,No,No,53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978.0,-1.4959787415607475,0.6150943396226415,false,True,true,False
2675-otvvj,Male,1,Yes,No,31,Yes,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,0.8208415336357032,3.018978494623656,true,False,true,False
2676-ishsf,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,-1.4744037676513246,0.6766666666666666,false,True,true,False
2676-oxppq,Male,0,No,No,6,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,-0.2993974962766207,1.8647222222222222,false,False,true,False
2676-sslto,Male,0,No,No,49,Yes,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,0.04746169965178772,2.176190476190476,false,False,true,False
2680-xkknj,Female,0,No,No,8,No,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,469.25,-0.21641682739422624,1.9552083333333334,false,False,true,False
2682-kevrp,Female,1,No,No,22,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,-1.4827018345395642,0.6318181818181818,false,True,true,False
2683-bpjso,Male,0,Yes,No,29,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,0.6548801958709143,2.8357471264367815,true,False,true,True
2683-jxwqq,Male,0,Yes,Yes,61,No phone service,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,-1.0329466091969868,1.1569398907103825,false,False,false,False
2684-eiweo,Female,1,No,No,30,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,0.8955241356298579,3.064611111111111,true,False,true,True
2685-sreom,Female,0,Yes,Yes,25,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,0.8092242399921675,3.1578666666666666,true,False,true,True
2688-bhgog,Male,1,No,No,9,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,0.4922380848614211,2.661296296296296,true,False,true,False
2690-dvrvk,Male,0,Yes,Yes,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,-1.4661057007630853,0.663,false,True,true,False
2691-nzetq,Male,0,No,No,9,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,0.684753236668576,2.80962962962963,true,False,true,True
2692-aqcpf,Female,0,Yes,No,65,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,1.438217710120717,3.6507179487179484,true,False,true,False
2692-bucfv,Male,1,No,No,29,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,1.2191487442711961,3.3891954022988506,true,False,true,False
2692-pfytj,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,-1.293505909487705,0.8583333333333333,false,True,true,False
2694-ciumo,Female,0,No,No,12,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,0.4922380848614211,2.6618055555555555,true,False,true,False
2696-ecxkc,Female,0,Yes,Yes,55,Yes,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,1.2008929971170696,3.3021818181818183,true,False,true,False
2696-nartr,Male,0,No,No,11,No,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,0.30304215980956206,2.8068181818181817,true,False,true,True
2696-rzvzw,Male,0,Yes,No,68,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,-1.3167404967747756,0.7986274509803922,false,True,true,False
2697-nqbpf,Male,0,No,No,34,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,1.3485985877277307,3.4712254901960784,true,False,true,False
2700-lueva,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,-1.4594672472524939,0.6916666666666667,false,True,true,False
2703-amtul,Male,0,Yes,Yes,36,No,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,-0.36744164476018415,1.7956944444444443,false,False,true,False
2706-qzihy,Female,0,Yes,No,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,-1.311761656641832,0.862,false,True,true,False
2709-uqgnp,Male,0,No,No,10,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,-0.4338261798660996,1.7483333333333333,false,False,true,False
2710-wyvxg,Female,0,No,No,3,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.1,213.35,0.21176342403892814,2.3705555555555553,false,False,true,False
2712-syway,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,-1.295165522865353,0.8566666666666667,false,True,true,False
2716-gfzor,Male,0,Yes,No,43,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,0.7096474373332943,2.753217054263566,true,False,true,False
2717-hvizy,Female,0,No,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,163.6,-1.4827018345395642,0.6816666666666666,false,True,true,False
2718-gaxqd,Female,1,Yes,Yes,4,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,-0.6213624915403108,1.5133333333333332,false,False,true,True
2718-yskcs,Male,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,-1.4976383549383954,0.6513849765258216,false,True,true,False
2719-bdaqo,Male,0,No,No,17,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,0.9668875108687167,3.1875490196078435,true,False,true,True
2720-fvbqp,Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,-0.5234453022590854,1.5180555555555555,false,False,true,False
2720-wgkhp,Male,1,No,No,2,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,0.9718663510016607,3.0283333333333333,true,False,true,True
2722-jmoni,Female,1,Yes,No,1,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,-0.5035299417273109,1.6516666666666666,false,False,true,True
2722-vojql,Male,0,No,No,64,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,1.3585562679936187,3.5953645833333336,true,False,true,True
2724-fjdyw,Male,0,No,Yes,39,No phone service,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,-0.3276109236966348,1.873247863247863,false,False,false,False
2725-iwwba,Male,0,Yes,Yes,46,No,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,-0.2595667752130714,1.8551449275362317,false,False,true,False
2725-kxxwt,Male,0,Yes,No,1,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,0.863991481454548,3.025,true,False,true,True
2725-ttriq,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,0.6465821289826749,2.771550925925926,false,False,true,False
2729-vnvap,Female,0,Yes,Yes,33,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,641.35,-1.4909999014278035,0.6478282828282829,false,True,true,False
2731-gjrdg,Female,0,No,No,32,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,1.4880061114501535,3.7583333333333333,true,False,true,False
2732-isezx,Female,0,No,No,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,-1.4677653141407332,0.6953333333333334,false,True,true,False
2737-wfvyw,Female,0,No,No,2,No phone service,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.25,85.5,-0.6462566922050292,1.425,false,False,false,True
2737-yngyw,Female,0,No,No,2,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,0.5254303524143792,3.0683333333333334,true,False,true,True
2739-cacdq,Female,1,No,No,17,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,0.5951341142755907,2.8824509803921567,true,False,true,False
2739-cczmb,Male,0,No,Yes,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,-1.472744154273677,0.8133333333333334,false,True,true,False
2740-jfbok,Male,0,No,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.0,226.55,-1.351592377705381,0.7551666666666667,false,True,true,False
2740-tvlfn,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,-0.48361458119553624,1.6716666666666666,false,False,true,False
2746-dijlo,Female,0,No,No,41,Yes,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,-0.2794821357448463,1.921951219512195,false,False,true,False
2748-myrvk,Female,0,No,No,63,Yes,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,1.1677007295641115,3.2470899470899472,true,False,true,True
2749-ctkaj,Male,0,Yes,Yes,22,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,-1.4793826077842684,0.6362121212121212,false,True,true,False
2750-bjlsb,Female,0,No,No,47,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,4730.6,1.2938313462653508,3.3550354609929083,true,False,true,False
2753-jmmcv,Male,0,No,No,65,Yes,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,0.31465945345309776,2.464435897435897,false,False,true,False
2754-sdjrd,Female,1,No,No,8,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,1.1759987964523508,3.785625,true,False,true,False
2754-vdltr,Male,0,No,Yes,10,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,1.01169707206521,3.1013333333333333,true,False,true,True
